dataset,task,parameter,eta_squared,friedman_stat,friedman_p,significant
elevators,regression,n_estimators,0.0001,405.0094,0.0,True
elevators,regression,max_depth,0.7925,694.1297,0.0,True
elevators,regression,max_features,0.1796,755.2177,0.0,True
elevators,regression,min_samples_split,0.0021,300.9907,0.0,True
elevators,regression,min_samples_leaf,0.0123,412.6969,0.0,True
