dataset,task,n_configs,n_folds,primary_metric,best_mean_r2,best_mean_rmse,best_n_estimators,best_max_depth,best_max_features,best_min_samples_split,best_min_samples_leaf
elevators,regression,1024,10,mean_r2,0.8416,0.0027,500,,1.0,2,1
