n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_r2,std_r2,mean_rmse,std_rmse,time_s
50,20,log2,2,10,0.7333890201135217,0.016639458772485953,0.0034616059768893337,0.00014157724638606969,1.9042
50,20,log2,5,1,0.7875873542422888,0.012366951855349143,0.0030891285137414973,9.642441904146616e-05,2.3621
50,20,log2,5,2,0.7828987790348834,0.014344673218574036,0.0031229197001347644,0.0001167065845566879,2.5424
50,20,log2,5,5,0.7603973040303166,0.0158323632524764,0.003280932589303498,0.00012446068591119225,2.2484
50,20,log2,5,10,0.7333890201135217,0.016639458772485953,0.0034616059768893337,0.00014157724638606987,2.2969
50,20,log2,10,1,0.7756712713654499,0.013979515840260083,0.0031744659807369313,0.00010482820396237972,2.7347
50,20,log2,10,2,0.7761010448767328,0.014611670379784333,0.0031715122436809483,0.00011964741616084903,2.6223
50,20,log2,10,5,0.7603973040303166,0.015832363252476417,0.003280932589303498,0.00012446068591119225,2.3823
50,20,log2,10,10,0.7333890201135216,0.01663945877248598,0.0034616059768893337,0.00014157724638606985,1.9985
50,20,log2,20,1,0.7617035827251877,0.016005846817452624,0.0032715509568678166,0.00011876967678552957,2.9297
50,20,log2,20,2,0.7569730006203705,0.017323021707848836,0.0033030463437917837,0.0001111666210947506,2.7627
50,20,log2,20,5,0.7493938087894777,0.015540898142533312,0.003355251413644024,0.00011370787898569493,2.9807
50,20,log2,20,10,0.7333890201135217,0.016639458772485953,0.0034616059768893337,0.0001415772463860698,2.3894
50,20,0.5,2,1,0.8314261100746474,0.011451088709705242,0.002751928214573874,0.00010769880431035535,5.1187
50,20,0.5,2,2,0.8304754416159665,0.012550869948546461,0.0027589031484418587,0.00010662925217301085,4.3161
50,20,0.5,2,5,0.8181266426595547,0.01111204869040317,0.0028586940950350494,0.0001036459117625192,3.6123
50,20,0.5,2,10,0.7974504081685712,0.012824085499155199,0.003016907765159074,0.00011865459074038019,3.0264
50,20,0.5,5,1,0.8311495472184373,0.012041911755216456,0.0027536317891568357,0.00010475671633576593,4.978
50,20,0.5,5,2,0.8296856311665358,0.011647805104749057,0.0027659121925007113,0.00010659695288295449,16.7716
50,20,0.5,5,5,0.8181266426595547,0.011112048690403192,0.002858694095035049,0.00010364591176251925,16.4705
50,20,0.5,5,10,0.7974504081685712,0.012824085499155181,0.003016907765159074,0.00011865459074038019,14.7217
50,20,0.5,10,1,0.8259202918456661,0.011216754037536742,0.002796431876360435,0.00010256776106356404,22.9264
50,20,0.5,10,2,0.8247298884872813,0.012054417755348292,0.0028056998521429396,0.0001054416290325523,19.3505
50,20,0.5,10,5,0.8181266426595547,0.011112048690403173,0.002858694095035049,0.00010364591176251925,16.1627
50,20,0.5,10,10,0.7974504081685712,0.012824085499155181,0.003016907765159074,0.00011865459074038014,16.7878
50,20,0.5,20,1,0.8134023644456063,0.011875989983254055,0.00289525991341672,0.00010534943435015457,16.1805
50,20,0.5,20,2,0.8130915183229506,0.01150415000964906,0.0028978629744670003,0.00010386380538352543,18.9067
50,20,0.5,20,5,0.8058008368009901,0.012039893606247149,0.0029536068192196124,0.00010036961223523449,17.5937
50,20,0.5,20,10,0.7974504081685712,0.012824085499155197,0.003016907765159074,0.00011865459074038015,17.1927
50,20,1.0,2,1,0.8382907170518091,0.012026329266647352,0.002694468862647617,0.00010473130202628896,36.1171
50,20,1.0,2,2,0.836937899509177,0.011500703285583716,0.0027059428543854892,9.942831286179192e-05,35.9652
50,20,1.0,2,5,0.8270394148929092,0.011881099338895511,0.0027869555773193866,0.0001000517200176795,33.884
50,20,1.0,2,10,0.8086476933330944,0.011643973869483489,0.002931873563812644,9.646540056442641e-05,24.482
50,20,1.0,5,1,0.8363715691063043,0.011707751815464735,0.002710616610773387,0.00010308705669963183,35.8403
50,20,1.0,5,2,0.8365803613234581,0.011417764927641499,0.0027088908914915076,9.70592503351219e-05,35.3594
50,20,1.0,5,5,0.8270394148929092,0.01188109933889551,0.0027869555773193866,0.00010005172001767943,32.2002
50,20,1.0,5,10,0.8086476933330944,0.011643973869483489,0.0029318735638126435,9.646540056442636e-05,29.0043
50,20,1.0,10,1,0.832400810992889,0.011808502200367693,0.0027433700556879215,0.00010358924748392829,33.1198
50,20,1.0,10,2,0.8323181729430038,0.011923673295010349,0.0027438078995773306,9.781184421405796e-05,29.3936
50,20,1.0,10,5,0.8270394148929092,0.0118810993388955,0.002786955577319387,0.00010005172001767957,34.9469
