dataset,task,n_configs,n_folds,primary_metric,best_mean_f1,best_mean_accuracy,best_n_estimators,best_max_depth,best_max_features,best_min_samples_split,best_min_samples_leaf
covertype,classification,1024,10,mean_f1,0.761,0.7726,500,,0.5,2,1
