dataset,task,n_configs,n_folds,primary_metric,best_mean_f1,best_mean_accuracy,best_n_estimators,best_max_depth,best_max_features,best_min_samples_split,best_min_samples_leaf
credit-g,classification,1024,10,mean_f1,0.7659,0.784,500,10.0,0.5,10,1
