dataset,task,n_configs,n_folds,primary_metric,best_mean_r2,best_mean_rmse,best_n_estimators,best_max_depth,best_max_features,best_min_samples_split,best_min_samples_leaf
bike_sharing,regression,1024,10,mean_r2,0.9466,41.8717,500,,0.5,2,1
