n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_r2,std_r2,mean_rmse,std_rmse,time_s
50,,sqrt,2,1,0.8951708749127208,0.005561437260744001,58.66893001060582,1.741293897095955,5.6418
50,,sqrt,2,2,0.8794450024669732,0.008442930593625136,62.90570677874448,2.4569552721900565,7.8678
50,,sqrt,2,5,0.8489326380934049,0.010331188605207178,70.40217639409988,2.2192714571384973,6.379
50,,sqrt,2,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.2312172471064744,6.1941
50,,sqrt,5,1,0.886037919201032,0.007329006707538467,61.1553851938487,1.8779351617288562,6.7524
50,,sqrt,5,2,0.8799073484245081,0.008428022805838282,62.77532485876783,2.1649755026376503,6.3551
50,,sqrt,5,5,0.8489326380934049,0.010331188605207152,70.40217639409988,2.2192714571384946,6.7393
50,,sqrt,5,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.231217247106476,6.5953
50,,sqrt,10,1,0.8717314563389102,0.00817337260477835,64.88159868151297,1.9974266677571715,7.4597
50,,sqrt,10,2,0.8680945022910362,0.00800782158113615,65.80204826508424,2.091619298055031,6.1435
50,,sqrt,10,5,0.8489326380934049,0.010331188605207178,70.40217639409988,2.219271457138498,6.4374
50,,sqrt,10,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.231217247106476,6.1809
50,,sqrt,20,1,0.8480556449643984,0.007215238406167577,70.63511594384275,1.8445500717150087,6.1044
50,,sqrt,20,2,0.845965640010417,0.007039533694325515,71.12494477688865,1.9276853279488297,5.8383
50,,sqrt,20,5,0.8382698715648882,0.007976442329348762,72.87835299751136,2.134572727977351,6.2516
50,,sqrt,20,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.2312172471064753,6.9374
50,,log2,2,1,0.8951708749127208,0.005561437260744001,58.66893001060582,1.741293897095955,7.3207
50,,log2,2,2,0.8794450024669732,0.008442930593625136,62.90570677874448,2.4569552721900574,6.4739
50,,log2,2,5,0.8489326380934049,0.010331188605207141,70.40217639409988,2.2192714571384946,6.1706
50,,log2,2,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.2312172471064766,7.8399
50,,log2,5,1,0.886037919201032,0.00732900670753846,61.155385193848716,1.8779351617288553,7.8417
50,,log2,5,2,0.8799073484245081,0.00842802280583829,62.77532485876783,2.16497550263765,7.7458
50,,log2,5,5,0.8489326380934049,0.010331188605207178,70.40217639409988,2.219271457138496,6.3882
50,,log2,5,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.2312172471064766,7.198
50,,log2,10,1,0.8717314563389102,0.008173372604778342,64.88159868151297,1.9974266677571717,6.1328
50,,log2,10,2,0.8680945022910362,0.00800782158113615,65.80204826508422,2.091619298055032,7.597
50,,log2,10,5,0.8489326380934049,0.010331188605207167,70.40217639409988,2.2192714571384973,7.1066
50,,log2,10,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.2312172471064744,5.5618
50,,log2,20,1,0.8480556449643984,0.007215238406167577,70.63511594384275,1.844550071715009,6.8245
50,,log2,20,2,0.845965640010417,0.007039533694325515,71.12494477688867,1.9276853279488304,7.3636
50,,log2,20,5,0.8382698715648882,0.00797644232934879,72.87835299751136,2.1345727279773543,6.4492
50,,log2,20,10,0.8188068315409474,0.009023507703085402,77.13567309919344,2.2312172471064744,6.9951
50,,0.5,2,1,0.9445118560957306,0.003948763142910115,42.67075719410838,1.5679973491055645,10.4317
50,,0.5,2,2,0.9412996656173235,0.0035302884391607108,43.902130777828496,1.539312103505345,7.4367
50,,0.5,2,5,0.9298597209514992,0.004984668528389158,47.970577142253724,1.5820777596982207,8.8971
