n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_f1,std_f1,mean_accuracy,std_accuracy,time_s
50,,sqrt,2,1,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6993
50,,sqrt,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6601
50,,sqrt,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6418
50,,sqrt,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6613
50,,sqrt,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6291
50,,sqrt,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6582
50,,sqrt,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6614
50,,sqrt,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6435
50,,sqrt,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6483
50,,sqrt,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6751
50,,sqrt,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6558
50,,sqrt,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6478
50,,sqrt,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6826
50,,sqrt,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.7061
50,,sqrt,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6588
50,,sqrt,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6641
50,,log2,2,1,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6477
50,,log2,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6579
50,,log2,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6599
50,,log2,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6671
50,,log2,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6653
50,,log2,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6631
50,,log2,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6508
50,,log2,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6629
50,,log2,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6431
50,,log2,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6502
50,,log2,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6692
50,,log2,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6385
50,,log2,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6526
50,,log2,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6389
50,,log2,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6733
50,,log2,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6632
50,,0.5,2,1,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6879
50,,0.5,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6549
50,,0.5,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6715
50,,0.5,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6826
50,,0.5,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6674
50,,0.5,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6782
50,,0.5,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.7112
50,,0.5,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6668
50,,0.5,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6495
50,,0.5,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6476
50,,0.5,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6709
50,,0.5,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6549
50,,0.5,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.633
50,,0.5,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6478
50,,0.5,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6526
50,,0.5,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6616
50,,1.0,2,1,0.9386868686868686,0.05689382917789906,0.9400000000000001,0.05537749241945381,0.6728
50,,1.0,2,2,0.9524410774410773,0.043982991774046264,0.9533333333333334,0.04268749491621898,0.6511
50,,1.0,2,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6486
50,,1.0,2,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6628
50,,1.0,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6592
50,,1.0,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6752
50,,1.0,5,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.7085
50,,1.0,5,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6684
50,,1.0,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6693
50,,1.0,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6524
50,,1.0,10,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6581
50,,1.0,10,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6582
50,,1.0,20,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6514
50,,1.0,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6964
50,,1.0,20,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6648
50,,1.0,20,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6672
50,5,sqrt,2,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6325
50,5,sqrt,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6577
50,5,sqrt,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.674
50,5,sqrt,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6508
50,5,sqrt,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6696
50,5,sqrt,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6598
50,5,sqrt,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6539
50,5,sqrt,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6545
50,5,sqrt,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6446
50,5,sqrt,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6541
50,5,sqrt,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6599
50,5,sqrt,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6335
50,5,sqrt,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6567
50,5,sqrt,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6729
50,5,sqrt,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6552
50,5,sqrt,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6582
50,5,log2,2,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6539
50,5,log2,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6451
50,5,log2,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6644
50,5,log2,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6525
50,5,log2,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6409
50,5,log2,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6893
50,5,log2,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6899
50,5,log2,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6493
50,5,log2,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6595
50,5,log2,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6556
50,5,log2,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6396
50,5,log2,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6367
50,5,log2,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6366
50,5,log2,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6475
50,5,log2,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6592
50,5,log2,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6442
50,5,0.5,2,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6814
50,5,0.5,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6313
50,5,0.5,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6795
50,5,0.5,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6598
50,5,0.5,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6789
50,5,0.5,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6572
50,5,0.5,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6622
50,5,0.5,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6514
50,5,0.5,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6604
50,5,0.5,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.645
50,5,0.5,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6628
50,5,0.5,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6602
50,5,0.5,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.667
50,5,0.5,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6776
50,5,0.5,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6628
50,5,0.5,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6633
50,5,1.0,2,1,0.9386868686868686,0.05689382917789906,0.9400000000000001,0.05537749241945381,0.6658
50,5,1.0,2,2,0.9524410774410773,0.043982991774046264,0.9533333333333334,0.04268749491621898,0.6755
50,5,1.0,2,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6902
50,5,1.0,2,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.651
50,5,1.0,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.642
50,5,1.0,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.663
50,5,1.0,5,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6501
50,5,1.0,5,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6504
50,5,1.0,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6493
50,5,1.0,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6612
50,5,1.0,10,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6609
50,5,1.0,10,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6368
50,5,1.0,20,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6657
50,5,1.0,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6937
50,5,1.0,20,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6756
50,5,1.0,20,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6616
50,10,sqrt,2,1,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6523
50,10,sqrt,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6655
50,10,sqrt,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6537
50,10,sqrt,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6488
50,10,sqrt,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6395
50,10,sqrt,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.681
50,10,sqrt,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.675
50,10,sqrt,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6789
50,10,sqrt,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6374
50,10,sqrt,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6594
50,10,sqrt,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6434
50,10,sqrt,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6436
50,10,sqrt,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6574
50,10,sqrt,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6533
50,10,sqrt,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6715
50,10,sqrt,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.7072
50,10,log2,2,1,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6698
50,10,log2,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6577
50,10,log2,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6759
50,10,log2,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6611
50,10,log2,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6526
50,10,log2,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6626
50,10,log2,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6627
50,10,log2,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6552
50,10,log2,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6708
50,10,log2,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6665
50,10,log2,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6539
50,10,log2,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6375
50,10,log2,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6711
50,10,log2,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6811
50,10,log2,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6815
50,10,log2,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.7012
50,10,0.5,2,1,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6636
50,10,0.5,2,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6691
50,10,0.5,2,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6482
50,10,0.5,2,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6494
50,10,0.5,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6689
50,10,0.5,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6579
50,10,0.5,5,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6463
50,10,0.5,5,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6444
50,10,0.5,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.656
50,10,0.5,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6552
50,10,0.5,10,5,0.9520202020202019,0.05400341728062436,0.9533333333333334,0.052068331172711015,0.6478
50,10,0.5,10,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.6621
50,10,0.5,20,1,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6624
50,10,0.5,20,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.6501
50,10,0.5,20,5,0.9452861952861952,0.051752276595755535,0.9466666666666667,0.04988876515698587,0.6799
50,10,0.5,20,10,0.9454208754208754,0.05969806163674965,0.9466666666666667,0.0581186525805423,0.652
50,10,1.0,2,1,0.9386868686868686,0.05689382917789906,0.9400000000000001,0.05537749241945381,0.6447
50,10,1.0,2,2,0.9524410774410773,0.043982991774046264,0.9533333333333334,0.04268749491621898,0.6425
50,10,1.0,2,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6576
50,10,1.0,2,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6608
50,10,1.0,5,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.65
50,10,1.0,5,2,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.6543
50,10,1.0,5,5,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6882
50,10,1.0,5,10,0.9323737373737373,0.06763948794822675,0.9333333333333333,0.06666666666666665,0.6802
50,10,1.0,10,1,0.9525757575757575,0.0530861258216581,0.9533333333333334,0.052068331172711015,0.7082
50,10,1.0,10,2,0.9591750841750841,0.045565474444073016,0.9600000000000002,0.044221663871405324,0.701
